text,font_size,bold,italic,y_position,page_number,label,lang
Ceci est une phrase d'exemple en français sur un certain sujet.,12.78,0,0,271.12,3,Other,fr
2. Hauptabschnitt,19.54,1,0,223.13,9,H1,de
Esta es una frase de ejemplo en español sobre un tema determinado.,11.25,1,0,704.92,29,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.36,0,0,241.53,0,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.71,1,0,309.21,22,Other,es
12.6.7 नेस्टेड अनुभाग,15.07,0,1,293.16,24,H3,hi
This is an example sentence in English about a certain topic.,12.32,1,0,299.17,14,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13.47,0,0,533.24,13,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.51,0,0,292.64,27,Other,hi
This is an example sentence in English about a certain topic.,11.53,1,0,230.17,37,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,13.46,1,1,270.04,8,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.76,0,1,311.72,1,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.73,0,0,147.91,11,Other,es
This is an example sentence in English about a certain topic.,10.85,1,1,436.48,40,Other,en
11.13 उप अनुभाग,17.78,0,0,358.84,10,H2,hi
17.14 Subsection,16.3,1,1,59.19,10,H2,en
This is an example sentence in English about a certain topic.,12.93,0,1,737.33,22,Other,en
17.6 Subsección,14.6,0,0,528.61,19,H2,es
3.13.3 नेस्टेड अनुभाग,15.71,0,0,253.73,5,H3,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.1,0,1,471.47,3,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.27,0,0,401.98,10,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.7,0,0,551.59,32,Other,de
20.12 Subsección,14.87,0,0,155.03,0,H2,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.62,1,0,792.85,6,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,12.14,0,1,257.79,14,Other,fr
13. Hauptabschnitt,18.73,0,1,553.13,17,H1,de
Ceci est une phrase d'exemple en français sur un certain sujet.,13.85,0,1,750.3,28,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,13.44,0,1,362.84,36,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.37,0,1,289.59,23,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.66,0,1,429.32,18,Other,hi
6. Sección principal,17.86,0,0,752.82,36,H1,es
Esta es una frase de ejemplo en español sobre un tema determinado.,13.48,1,1,282.58,3,Other,es
13. Section principale,17.63,1,0,497.03,29,H1,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,11.81,0,0,201.42,33,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.31,1,0,287.79,30,Other,de
17.11.12 Section imbriquée,15.21,0,1,146.82,25,H3,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.36,0,0,318.32,38,Other,hi
6. Section principale,16.54,0,0,486.74,27,H1,fr
4. Section principale,18.15,1,0,397.19,39,H1,fr
4.8 Unterabschnitt,17.41,1,0,74.7,24,H2,de
20.5 उप अनुभाग,16.77,1,0,417.66,6,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.81,0,0,770.97,35,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.02,0,1,193.87,15,Other,de
17.4.6 Nested Section,12.18,0,1,526.23,30,H3,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.45,0,0,677.36,27,Other,hi
9.6.11 Sección anidada,13.82,1,0,77.38,30,H3,es
This is an example sentence in English about a certain topic.,12.62,1,0,493.68,15,Other,en
4.2 Subsection,15.49,0,0,178.19,8,H2,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.9,1,1,503.74,40,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,10.85,1,1,386.56,11,Other,fr
1.13.10 Sección anidada,13.64,0,0,484.02,2,H3,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.74,1,0,276.53,14,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.97,1,0,58.09,4,Other,de
1.4.9 Nested Section,15.67,1,0,474.13,24,H3,en
This is an example sentence in English about a certain topic.,10.27,0,0,478.68,10,Other,en
19.12 Subsection,15.1,1,1,361.5,39,H2,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.76,0,0,700.93,18,Other,de
12.6 Subsección,14.95,1,1,480.49,35,H2,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.15,1,0,619.32,38,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.2,0,1,407.49,20,Other,de
अध्याय 16: किसी विषय का परिचय,25.05,1,1,398.72,9,Title,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.91,0,0,375.76,37,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.67,0,1,553.75,37,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.09,0,0,132.53,26,Other,es
14.7.8 नेस्टेड अनुभाग,15.21,0,0,789.16,35,H3,hi
4. Section principale,18.63,1,1,495.52,18,H1,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,10.82,0,1,281.58,31,Other,fr
18.15 Subsection,15.16,0,0,317.55,12,H2,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.51,1,1,272.01,17,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,13.64,1,1,579.55,34,Other,es
11.8 उप अनुभाग,14.02,0,0,59.23,3,H2,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.41,0,1,727.21,36,Other,fr
2.8 Subsection,17.76,1,1,272.06,11,H2,en
16.8 Sous-section,16.44,1,0,67.52,2,H2,fr
13.11.12 Nested Section,13.64,0,0,608.51,19,H3,en
2.11 Subsección,17.57,0,1,345.7,27,H2,es
16.7.12 Nested Section,13.79,0,1,339.37,2,H3,en
3.5.6 नेस्टेड अनुभाग,12.07,1,0,218.17,31,H3,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.81,0,0,322.58,3,Other,es
16.1.6 Nested Section,12.55,0,0,443.22,4,H3,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.68,1,0,648.71,0,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,10.15,1,0,667.64,26,Other,es
6.9.9 Sección anidada,12.63,0,0,225.85,17,H3,es
13. Major Section,19.08,0,0,759.61,26,H1,en
7. Hauptabschnitt,19.54,0,0,247.61,17,H1,de
Esta es una frase de ejemplo en español sobre un tema determinado.,13.62,1,1,596.79,6,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.89,0,0,502.77,33,Other,hi
16.7 Sous-section,16.99,0,0,202.28,17,H2,fr
5.4.10 Nested Section,15.67,0,0,718.97,13,H3,en
12.15 Sous-section,16.28,0,0,643.51,6,H2,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,11.47,0,1,526.06,40,Other,es
1.12.7 Verschachtelter Abschnitt,14.67,0,0,265.21,37,H3,de
This is an example sentence in English about a certain topic.,10.82,0,1,525.89,21,Other,en
3.13.1 Section imbriquée,13.47,1,0,271.69,40,H3,fr
7. Section principale,17.4,1,1,474.89,29,H1,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.21,0,0,584.02,35,Other,hi
13.1 Unterabschnitt,17.63,1,0,65.23,35,H2,de
18. मुख्य अनुभाग,19.84,1,1,256.85,6,H1,hi
4.7.6 Section imbriquée,14.88,0,0,671.5,21,H3,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.05,0,0,288.23,25,Other,hi
This is an example sentence in English about a certain topic.,11.33,1,1,486.13,0,Other,en
Chapter 5: Introduction to Something,23.92,1,0,263.86,29,Title,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.47,0,1,216.69,9,Other,de
14. Section principale,18.13,1,0,567.14,27,H1,fr
9.10 Sous-section,17.32,1,0,615.82,36,H2,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.15,0,0,248.51,26,Other,de
5.14 उप अनुभाग,16.64,0,1,656.99,35,H2,hi
11.7 Unterabschnitt,16.27,0,0,509.9,24,H2,de
10. Hauptabschnitt,16.98,1,0,532.63,38,H1,de
2.4.1 Section imbriquée,13.8,1,0,498.66,31,H3,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,12.28,0,1,670.49,21,Other,fr
13.10.1 Nested Section,13.71,0,1,624.34,34,H3,en
This is an example sentence in English about a certain topic.,11.46,0,0,416.39,25,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.96,1,1,567.41,13,Other,hi
5.13 Unterabschnitt,17.79,1,0,165.63,25,H2,de
Esta es una frase de ejemplo en español sobre un tema determinado.,10.58,0,0,122.5,40,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.96,0,0,336.96,13,Other,fr
This is an example sentence in English about a certain topic.,13.65,1,1,83.35,5,Other,en
3.15 Subsection,14.98,1,0,407.72,2,H2,en
15.1 Subsection,14.11,1,0,300.62,20,H2,en
20.13 Subsection,15.3,0,0,799.14,40,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.5,1,0,793.68,9,Other,es
16.12.2 Verschachtelter Abschnitt,12.26,0,0,348.81,39,H3,de
7.8 Sous-section,14.61,1,0,206.66,22,H2,fr
4.4 Unterabschnitt,14.72,1,0,80,37,H2,de
3.13 Subsección,14.28,0,1,316.67,23,H2,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.16,1,1,200.31,5,Other,fr
5.8 Unterabschnitt,14.78,0,1,682.11,35,H2,de
19. मुख्य अनुभाग,19.28,0,1,217.26,18,H1,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.6,1,0,782.84,18,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.32,1,1,224.59,19,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.4,0,0,363.61,24,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,10.71,0,0,710.99,13,Other,fr
20. Major Section,16.83,1,0,625.46,40,H1,en
Ceci est une phrase d'exemple en français sur un certain sujet.,10.7,0,1,364.75,25,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.26,0,1,130.09,18,Other,de
7.15 Subsección,14.42,0,1,701.11,29,H2,es
8.13 Sous-section,15.8,0,0,673.42,22,H2,fr
1. मुख्य अनुभाग,18.96,1,0,392.22,23,H1,hi
19. Hauptabschnitt,19.88,0,0,418.59,26,H1,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.27,0,1,472.05,0,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,10.89,0,0,496.46,21,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.13,1,0,209.53,39,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.27,0,0,756.21,28,Other,es
17.5 Subsection,14.9,1,0,634.07,2,H2,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.79,0,0,351.6,14,Other,de
13.5 उप अनुभाग,14.56,0,1,173.09,5,H2,hi
7.8 Subsection,15.33,1,0,187.54,25,H2,en
This is an example sentence in English about a certain topic.,12.74,0,1,460.95,33,Other,en
Kapitel 19: Einführung in etwas,25.13,1,0,183.87,5,Title,de
Esta es una frase de ejemplo en español sobre un tema determinado.,11.43,0,0,584.95,11,Other,es
19.14 Sous-section,15.3,1,1,744.23,31,H2,fr
7.9 Unterabschnitt,15.63,0,0,272.92,26,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.86,0,0,392.33,21,Other,hi
This is an example sentence in English about a certain topic.,13.64,1,0,517.37,20,Other,en
18.5.10 Nested Section,13.53,0,0,161.81,0,H3,en
11.12.6 नेस्टेड अनुभाग,14.69,0,1,788.28,15,H3,hi
This is an example sentence in English about a certain topic.,12.17,0,0,215.69,11,Other,en
17.15 Subsección,15.83,1,1,104.43,15,H2,es
17.11 Subsección,15.92,0,0,796.73,14,H2,es
1. Section principale,16.55,1,0,541.7,35,H1,fr
This is an example sentence in English about a certain topic.,12.48,0,0,779.43,40,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.65,0,1,398.76,38,Other,de
2.6.3 Sección anidada,15.11,0,1,390.31,38,H3,es
15.13 Sous-section,16.75,0,1,123.1,5,H2,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.5,0,0,486.33,31,Other,hi
This is an example sentence in English about a certain topic.,12.46,0,0,212.51,7,Other,en
This is an example sentence in English about a certain topic.,10.74,0,0,425.62,24,Other,en
11.5 Subsección,16.22,0,1,586.79,15,H2,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.68,1,0,209.7,37,Other,de
3. मुख्य अनुभाग,16.2,1,1,738.96,10,H1,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,13.87,0,1,645.75,4,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,13.35,0,1,390.52,34,Other,fr
15.5.7 Nested Section,15.47,0,0,583.26,16,H3,en
4. Section principale,16.85,1,1,198.12,40,H1,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.13,1,0,543.15,15,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,13.39,0,0,428.83,11,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.38,1,0,173.68,15,Other,de
3.11 Subsection,16.2,0,1,441.8,21,H2,en
8. Hauptabschnitt,18.76,1,0,397.17,11,H1,de
7.8 Subsección,17.53,0,1,153.02,12,H2,es
12.12 Subsección,16.42,0,0,340.77,4,H2,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.12,0,0,566.93,25,Other,de
This is an example sentence in English about a certain topic.,10.3,0,1,671.52,13,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.85,0,1,316.95,6,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.31,0,1,597.98,20,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,12.34,1,0,612.48,34,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.77,0,0,330.33,33,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.12,1,1,273.73,19,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.03,0,1,740.67,21,Other,es
19. Sección principal,18.81,1,0,437.69,16,H1,es
3.10 Subsección,15.96,1,0,66.88,16,H2,es
4.13 Unterabschnitt,16.84,0,0,213.51,30,H2,de
अध्याय 19: किसी विषय का परिचय,21.2,1,1,625.48,8,Title,hi
13.5 Sous-section,17.14,0,1,424.5,38,H2,fr
5.7 Subsección,16.88,1,0,218.79,21,H2,es
20. Sección principal,17.31,0,0,266.01,19,H1,es
12. Sección principal,19.63,0,0,233.19,21,H1,es
Esta es una frase de ejemplo en español sobre un tema determinado.,12.6,1,1,114.13,24,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.05,0,0,532.88,7,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,13.08,1,0,301.61,12,Other,es
20. मुख्य अनुभाग,16.41,1,1,475.98,36,H1,hi
10.1 Unterabschnitt,16.78,0,0,495.59,14,H2,de
Chapter 8: Introduction to Something,21.01,1,0,362.07,4,Title,en
Ceci est une phrase d'exemple en français sur un certain sujet.,11.03,0,0,590.07,28,Other,fr
18.7 Subsection,17.6,1,1,473.38,27,H2,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.76,1,1,554.09,39,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.19,0,0,450.1,26,Other,de
17. मुख्य अनुभाग,19.86,1,0,206.02,40,H1,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.36,0,0,621.16,11,Other,de
3.2.3 Nested Section,12.3,1,0,649.58,6,H3,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.26,0,0,93.86,28,Other,de
9.12 Sous-section,16.92,1,0,490.15,31,H2,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.06,1,0,516.11,14,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,13.83,0,0,148.21,8,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.63,0,1,522.24,14,Other,hi
8.10.7 Verschachtelter Abschnitt,12.34,0,0,189.67,11,H3,de
10.3 Subsection,16.14,0,1,132.17,1,H2,en
This is an example sentence in English about a certain topic.,12.25,1,1,673.91,34,Other,en
This is an example sentence in English about a certain topic.,11.33,0,1,397.3,6,Other,en
Kapitel 15: Einführung in etwas,25.21,1,1,499.75,9,Title,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.61,0,0,188.53,4,Other,hi
13.13.1 Sección anidada,15.1,0,0,723.6,14,H3,es
3.2 Subsection,15.12,1,0,74.92,7,H2,en
Ceci est une phrase d'exemple en français sur un certain sujet.,10.02,0,0,653.58,24,Other,fr
3.8.4 नेस्टेड अनुभाग,13.63,0,1,358.22,36,H3,hi
11. Section principale,19.44,1,0,443.41,27,H1,fr
16.8 उप अनुभाग,16.5,0,0,326.64,31,H2,hi
12.12 Unterabschnitt,14.73,0,0,512.18,6,H2,de
10.4 Subsección,14.89,0,1,296.96,32,H2,es
This is an example sentence in English about a certain topic.,10.85,1,0,294.81,12,Other,en
1.8 Unterabschnitt,15.2,1,0,670.47,25,H2,de
5. Section principale,18.49,1,0,768.23,6,H1,fr
1.13.2 Nested Section,12.03,0,0,125.2,38,H3,en
This is an example sentence in English about a certain topic.,11.83,0,0,730.72,14,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13.38,0,1,708.93,9,Other,fr
Chapitre 7 : Introduction à quelque chose,21.99,1,0,356.06,34,Title,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.64,1,0,578.22,7,Other,es
15. Section principale,18.63,1,0,207.95,31,H1,fr
13.5 Unterabschnitt,14.45,1,0,222.49,40,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.52,1,0,309.87,24,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,10.41,0,0,609.09,14,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.3,0,0,181.19,26,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.07,1,1,89.86,13,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.1,0,0,427.56,1,Other,de
18.7.6 Verschachtelter Abschnitt,12.84,0,0,64.06,36,H3,de
6.4 Subsection,17.21,0,0,236.88,4,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,12.49,1,1,741.76,30,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.21,0,0,415.4,37,Other,fr
15.2.10 नेस्टेड अनुभाग,15.9,0,1,352.38,5,H3,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.36,1,1,235.89,20,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.58,0,0,779.58,10,Other,hi
20.2 उप अनुभाग,14.95,0,0,140.46,17,H2,hi
13. Major Section,18.24,1,0,598.76,27,H1,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.2,0,0,683.98,31,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,12.62,0,1,275.09,27,Other,es
12. मुख्य अनुभाग,18.2,0,0,212.59,16,H1,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.74,0,1,576.36,12,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.02,0,0,126.45,21,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.22,0,1,695.76,15,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.92,1,1,731.67,31,Other,es
20.5.2 Section imbriquée,13.73,0,0,157.65,40,H3,fr
6.9 Sous-section,16.95,0,0,757.73,18,H2,fr
This is an example sentence in English about a certain topic.,13.56,0,0,540.99,26,Other,en
5.3.5 Verschachtelter Abschnitt,13.17,0,0,58.3,33,H3,de
This is an example sentence in English about a certain topic.,10.41,0,0,641.47,36,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.25,0,0,397.47,6,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,10.51,0,1,691.58,29,Other,es
16.2 Unterabschnitt,16.13,1,0,319.04,13,H2,de
Esta es una frase de ejemplo en español sobre un tema determinado.,10.7,0,0,220.41,36,Other,es
This is an example sentence in English about a certain topic.,12,0,1,415.13,18,Other,en
7.14 उप अनुभाग,15.57,0,0,710.47,30,H2,hi
3. Sección principal,16.22,0,0,486.22,27,H1,es
17.1.8 Section imbriquée,14.92,0,0,82.56,24,H3,fr
This is an example sentence in English about a certain topic.,10.2,1,0,425.11,39,Other,en
5.4 Unterabschnitt,14.48,0,0,672.49,10,H2,de
13. Section principale,18.2,1,0,663.86,31,H1,fr
9.12.10 नेस्टेड अनुभाग,13.75,0,0,304.59,13,H3,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.75,0,0,403.92,28,Other,es
3.4.3 Section imbriquée,14.9,0,1,687.91,22,H3,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.66,1,1,400.66,13,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.24,0,0,101.57,24,Other,hi
19. Major Section,16.82,1,0,603.11,33,H1,en
This is an example sentence in English about a certain topic.,10.7,0,0,120.08,16,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.73,0,0,790.17,40,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.08,1,1,670.34,17,Other,hi
18.10.9 Nested Section,15.95,1,1,473.67,24,H3,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.61,1,1,148.65,21,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,12.52,1,0,362.68,7,Other,es
20.4.3 Verschachtelter Abschnitt,13.38,0,0,221.19,19,H3,de
20. Major Section,19.51,0,0,391.12,2,H1,en
9.4 Unterabschnitt,14.7,1,1,260.57,31,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.48,1,0,677.21,10,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.2,0,1,228.16,25,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.85,1,0,145.34,13,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.09,0,1,120.59,25,Other,hi
15. Hauptabschnitt,19.9,1,1,617.31,15,H1,de
4.4 Subsection,17.48,1,1,666.32,30,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,10.2,1,1,440.7,8,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.12,0,1,466.5,27,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.58,0,1,487.08,18,Other,hi
This is an example sentence in English about a certain topic.,13.42,1,0,97.14,18,Other,en
This is an example sentence in English about a certain topic.,11.09,0,0,580.75,8,Other,en
11.10 Subsection,17.49,0,1,315.94,23,H2,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.69,0,0,368.28,36,Other,hi
This is an example sentence in English about a certain topic.,10.64,0,0,615.48,34,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.46,0,1,526.69,30,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.91,0,1,337.91,7,Other,de
10.9 Subsección,15.48,1,0,676.66,38,H2,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.92,1,0,52.36,31,Other,de
11.5 उप अनुभाग,16.34,0,1,150.59,25,H2,hi
3. Sección principal,19.83,0,0,322.89,40,H1,es
14.13 Subsección,16.06,0,0,706.28,14,H2,es
14. मुख्य अनुभाग,17.29,1,0,560.33,40,H1,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,10.23,0,0,273.68,14,Other,fr
5.4.7 Section imbriquée,14.43,0,0,726.42,3,H3,fr
9. Major Section,19.83,1,1,694.58,24,H1,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.53,1,1,552.1,6,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.36,0,0,164.58,25,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.29,0,0,199.25,28,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,10.52,0,1,386.81,29,Other,fr
This is an example sentence in English about a certain topic.,10.1,1,1,673.41,27,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.06,0,1,384.74,37,Other,hi
17. Section principale,19.35,0,0,341.68,0,H1,fr
13.5.1 नेस्टेड अनुभाग,14.17,1,1,452.25,27,H3,hi
This is an example sentence in English about a certain topic.,13.44,0,0,555.6,32,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.36,1,0,740.91,39,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.25,0,0,127.89,14,Other,hi
11.10.7 Sección anidada,15.89,0,0,763.92,20,H3,es
5.2 Sous-section,17.93,1,0,54.62,18,H2,fr
Chapter 5: Introduction to Something,22.92,1,0,759.68,4,Title,en
15. Hauptabschnitt,17.89,0,0,636.43,39,H1,de
This is an example sentence in English about a certain topic.,13.14,1,0,595.7,26,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13.52,1,0,424.41,27,Other,fr
This is an example sentence in English about a certain topic.,11.02,0,0,621.08,25,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,11.5,0,0,655.39,30,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.59,0,1,117.24,1,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,10.93,1,0,289.52,5,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.54,0,1,151.51,17,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,13.96,0,0,171.17,17,Other,fr
12.15.12 नेस्टेड अनुभाग,12.87,0,0,691.49,29,H3,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.88,0,0,55.24,10,Other,de
9.5 उप अनुभाग,14.5,1,0,569.61,9,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.05,0,0,259.51,14,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.28,1,0,527.59,2,Other,de
13.5 Subsección,15.85,0,0,504.67,28,H2,es
3. मुख्य अनुभाग,19.76,0,0,551.73,24,H1,hi
4.4.2 Nested Section,12.87,1,0,84.14,13,H3,en
This is an example sentence in English about a certain topic.,13.1,0,1,303.53,33,Other,en
15.9 Sous-section,14.09,1,0,84.59,28,H2,fr
